 no_of_dependents, education, self_employed, income_annual, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3,2,1,0.6082474226804123,0.5255102040816326,18,0.28333333333333344,0.02054794520547945,0.4381443298969072,0.455012853470437,0.5102040816326531,0
5,2,1,0.5463917525773195,0.4336734693877551,16,0.9566666666666668,0.03767123287671233,0.14948453608247422,0.3444730077120823,0.5374149659863946,1
5,2,1,0.03092783505154639,0.038265306122448974,18,0.18500000000000005,0.03767123287671233,0.02577319587628866,0.025706940874035994,0.01360544217687075,0
0,2,1,0.010309278350515462,0.020408163265306124,2,0.30333333333333334,0.010273972602739725,0.005154639175257732,0.020565552699228794,0.0272108843537415,1
1,1,1,0.6185567010309277,0.423469387755102,2,0.16000000000000003,0.3664383561643836,0.3865979381443299,0.6015424164524422,0.5170068027210885,0
0,2,2,0.010309278350515462,0.01530612244897959,20,0.22666666666666668,0.003424657534246575,0.020618556701030927,0.007712082262210798,0.01360544217687075,0
0,2,1,0.6907216494845361,0.5561224489795917,20,0.0050000000000000044,0.4691780821917808,0.23711340206185566,0.557840616966581,0.46938775510204084,0
4,1,2,0.36082474226804123,0.28316326530612246,12,0.7133333333333334,0.14726027397260272,0.29896907216494845,0.17994858611825196,0.1564625850340136,1
3,2,1,0.8865979381443299,0.721938775510204,10,0.7916666666666667,0.1815068493150685,0.25773195876288657,0.8149100257069409,0.653061224489796,1
5,1,1,0.8247422680412371,0.5918367346938774,12,0.17000000000000004,0.5205479452054794,0.07731958762886598,0.6169665809768639,0.39455782312925175,0
1,2,1,0.9278350515463917,0.7959183673469387,18,0.6633333333333333,0.18493150684931509,0.31443298969072164,0.5167095115681235,0.5646258503401361,1
0,2,2,0.22680412371134018,0.1913265306122449,14,0.6083333333333334,0.1815068493150685,0.14948453608247422,0.15167095115681237,0.19727891156462588,1
4,2,2,0.4020618556701031,0.336734693877551,18,0.31666666666666676,0.1643835616438356,0.31958762886597936,0.3496143958868895,0.1360544217687075,0
1,1,2,0.8041237113402061,0.8061224489795917,12,0.3400000000000001,0.8184931506849316,0.07731958762886598,0.5604113110539847,0.40816326530612246,0
3,2,1,0.3505154639175258,0.211734693877551,8,0.8166666666666667,0.18835616438356162,0.30412371134020616,0.2442159383033419,0.35374149659863946,1
1,2,1,0.05154639175257732,0.06122448979591836,20,0.615,0.00684931506849315,0.05154639175257732,0.059125964010282785,0.034013605442176874,1
4,2,2,0.8350515463917525,0.7755102040816326,6,0.135,0.7465753424657534,0.11855670103092783,0.6786632390745502,0.3129251700680272,0
0,1,1,0.5257731958762886,0.375,2,1.0,0.06164383561643835,0.10824742268041238,0.532133676092545,0.39455782312925175,1
4,1,2,0.8350515463917525,0.6275510204081632,16,0.3433333333333334,0.5308219178082192,0.28865979381443296,0.6786632390745502,0.4761904761904762,0
3,2,1,0.23711340206185563,0.21683673469387754,12,0.3966666666666667,0.17123287671232879,0.09278350515463918,0.22622107969151672,0.22448979591836737,0
3,1,1,0.5360824742268041,0.3596938775510204,8,0.6283333333333334,0.3801369863013699,0.4072164948453608,0.5269922879177379,0.2108843537414966,1
4,1,2,0.14432989690721648,0.11734693877551021,8,0.6416666666666668,0.11301369863013698,0.10309278350515463,0.08997429305912596,0.10204081632653061,1
2,2,2,0.22680412371134018,0.15051020408163263,12,0.9333333333333333,0.17123287671232879,0.19072164948453607,0.2365038560411311,0.07482993197278912,1
5,2,2,0.6288659793814433,0.36989795918367346,6,0.5133333333333334,0.5547945205479452,0.5412371134020618,0.5526992287917738,0.3673469387755102,1
4,1,1,0.23711340206185563,0.12755102040816324,10,0.4,0.0821917808219178,0.14432989690721648,0.17480719794344474,0.11564625850340136,0
0,1,1,0.7525773195876289,0.42091836734693877,16,0.32000000000000006,0.7397260273972602,0.24742268041237112,0.6452442159383034,0.7551020408163266,0
3,2,2,0.27835051546391754,0.20918367346938774,14,0.8900000000000001,0.04452054794520548,0.23195876288659792,0.21850899742930593,0.12244897959183675,1
3,1,1,0.08247422680412371,0.0816326530612245,16,0.8900000000000001,0.030821917808219176,0.08762886597938144,0.06940874035989716,0.04761904761904762,1
2,1,1,0.8659793814432989,0.7270408163265305,8,0.9833333333333334,0.8013698630136986,0.30412371134020616,0.5372750642673523,0.489795918367347,1
1,2,2,0.010309278350515462,0.020408163265306124,12,0.2383333333333334,0.023972602739726026,0.020618556701030927,0.023136246786632394,0.01360544217687075,0
5,2,2,0.21649484536082472,0.1377551020408163,18,0.04833333333333334,0.1952054794520548,0.17010309278350516,0.11825192802056554,0.1836734693877551,0
2,2,1,0.22680412371134018,0.1301020408163265,12,0.7316666666666667,0.0136986301369863,0.12886597938144329,0.12082262210796914,0.20408163265306123,1
5,1,1,0.9896907216494845,0.7653061224489796,6,0.9450000000000001,0.7157534246575342,0.8247422680412371,0.7686375321336761,0.5170068027210885,1
2,2,2,0.8144329896907216,0.6249999999999999,6,0.011666666666666714,0.010273972602739725,0.20618556701030927,0.7917737789203085,0.7142857142857143,0
3,1,2,0.6701030927835051,0.3877551020408163,18,0.32000000000000006,0.07534246575342465,0.10309278350515463,0.6683804627249358,0.6394557823129252,0
1,2,1,0.845360824742268,0.6224489795918366,18,0.6633333333333333,0.791095890410959,0.6804123711340206,0.8329048843187662,0.8299319727891157,1
2,1,2,0.0,0.01020408163265306,8,0.9183333333333334,0.017123287671232876,0.010309278350515464,0.012853470437017997,0.01360544217687075,1
2,1,2,0.4639175257731959,0.3112244897959184,14,0.125,0.04794520547945205,0.3247422680412371,0.2519280205655527,0.3673469387755102,0
0,1,1,0.422680412371134,0.35714285714285715,14,0.5016666666666667,0.13356164383561642,0.04639175257731959,0.42159383033419023,0.38775510204081637,1
4,2,2,0.20618556701030927,0.17091836734693877,20,0.76,0.1267123287671233,0.20103092783505155,0.13881748071979436,0.0816326530612245,1
4,1,1,0.8659793814432989,0.48214285714285715,4,0.9466666666666668,0.702054794520548,0.07731958762886598,0.8354755784061697,0.6326530612244898,1
4,1,1,0.18556701030927833,0.17602040816326528,10,0.8966666666666667,0.08904109589041095,0.015463917525773195,0.18766066838046275,0.06802721088435375,1
4,2,1,0.4123711340206186,0.3979591836734694,14,0.125,0.25,0.4072164948453608,0.4087403598971722,0.20408163265306123,0
0,2,1,0.5051546391752577,0.3112244897959184,18,0.7966666666666669,0.11643835616438356,0.05154639175257732,0.37275064267352187,0.217687074829932,1
2,1,1,0.4020618556701031,0.2780612244897959,6,0.2366666666666667,0.4212328767123288,0.211340206185567,0.2493573264781491,0.30612244897959184,0
1,1,1,0.9999999999999999,1.0,12,0.8466666666666667,0.4075342465753425,0.19072164948453607,0.7686375321336761,0.9183673469387755,1
1,2,1,0.30927835051546393,0.22193877551020405,20,0.12,0.0958904109589041,0.14432989690721648,0.17737789203084833,0.2585034013605442,0
2,1,2,0.5463917525773195,0.4770408163265306,4,0.4950000000000001,0.0410958904109589,0.20618556701030927,0.4730077120822622,0.36054421768707484,1
0,1,1,0.7835051546391752,0.7346938775510203,20,0.2250000000000001,0.726027397260274,0.6701030927835051,0.4370179948586118,0.6598639455782314,0
3,1,1,0.32989690721649484,0.23979591836734693,20,0.7133333333333334,0.0547945205479452,0.07731958762886598,0.17994858611825196,0.163265306122449,1
4,1,1,0.7938144329896907,0.6530612244897959,14,0.1216666666666667,0.3767123287671233,0.7371134020618556,0.7043701799485862,0.5170068027210885,0
3,1,1,0.8969072164948453,0.4642857142857143,10,0.11166666666666669,0.2123287671232877,0.0,0.8149100257069409,0.7006802721088435,0
2,1,2,0.7319587628865979,0.47959183673469385,14,0.42000000000000004,0.07191780821917808,0.6907216494845361,0.4241645244215938,0.272108843537415,1
4,2,1,0.3195876288659794,0.2627551020408163,8,0.275,0.02054794520547945,0.2268041237113402,0.17994858611825196,0.1904761904761905,0
4,1,1,0.27835051546391754,0.2602040816326531,8,0.5116666666666667,0.1541095890410959,0.28350515463917525,0.18766066838046275,0.2585034013605442,1
2,1,1,0.03092783505154639,0.025510204081632647,4,0.21166666666666667,0.05136986301369863,0.02577319587628866,0.038560411311053984,0.04081632653061225,0
3,2,2,0.7216494845360825,0.5331632653061223,4,0.685,0.3732876712328767,0.21649484536082475,0.6323907455012854,0.38775510204081637,1
3,2,2,0.8350515463917525,0.6071428571428571,14,0.8716666666666668,0.2054794520547945,0.03608247422680412,0.609254498714653,0.5238095238095238,1
1,2,1,0.8762886597938143,0.5153061224489796,6,0.3716666666666667,0.6643835616438356,0.33505154639175255,0.6015424164524422,0.326530612244898,0
4,2,1,0.7113402061855669,0.7040816326530611,10,0.046666666666666745,0.3116438356164384,0.6907216494845361,0.673521850899743,0.5238095238095238,0
3,1,1,0.9896907216494845,0.711734693877551,12,0.7016666666666667,0.5445205479452054,0.33505154639175255,0.5552699228791774,0.653061224489796,1
0,1,1,0.6907216494845361,0.4260204081632653,20,0.4983333333333334,0.6232876712328768,0.4845360824742268,0.6760925449871465,0.29251700680272114,1
0,2,2,0.22680412371134018,0.11989795918367348,14,0.4666666666666667,0.2054794520547945,0.2268041237113402,0.13367609254498716,0.217687074829932,1
1,2,1,0.1958762886597938,0.11734693877551021,10,0.74,0.010273972602739725,0.10309278350515463,0.13110539845758357,0.06802721088435375,1
2,1,1,0.7216494845360825,0.6020408163265305,4,0.43166666666666675,0.14726027397260272,0.6288659793814433,0.4498714652956298,0.7346938775510204,1
2,1,2,0.4536082474226804,0.336734693877551,16,0.4783333333333334,0.2671232876712329,0.30412371134020616,0.2647814910025707,0.34013605442176875,1
5,1,1,0.9999999999999999,0.8035714285714285,18,0.8616666666666668,0.8047945205479452,0.03608247422680412,0.8303341902313626,0.7823129251700681,1
4,2,1,0.010309278350515462,0.017857142857142856,20,0.5916666666666668,0.003424657534246575,0.005154639175257732,0.020565552699228794,0.0272108843537415,1
5,1,1,0.6907216494845361,0.6020408163265305,6,0.13666666666666671,0.589041095890411,0.3556701030927835,0.544987146529563,0.6054421768707483,0
2,1,1,0.15463917525773194,0.10204081632653061,6,0.7750000000000001,0.17465753424657532,0.07731958762886598,0.07969151670951156,0.06122448979591837,1
2,1,1,0.4329896907216495,0.24744897959183673,20,0.3600000000000001,0.2568493150684932,0.3917525773195876,0.30591259640102825,0.34693877551020413,0
4,2,1,0.422680412371134,0.375,8,0.13833333333333342,0.1643835616438356,0.005154639175257732,0.22365038560411313,0.33333333333333337,0
2,2,2,0.36082474226804123,0.3520408163265306,6,0.5550000000000002,0.030821917808219176,0.010309278350515464,0.2827763496143959,0.23129251700680273,1
1,1,2,0.5876288659793814,0.38010204081632654,2,0.41166666666666674,0.589041095890411,0.10309278350515463,0.37017994858611825,0.2448979591836735,0
5,2,1,0.8659793814432989,0.6632653061224489,10,0.905,0.8013698630136986,0.5051546391752577,0.45758354755784064,0.7687074829931974,1
3,2,1,0.32989690721649484,0.32908163265306123,8,0.8050000000000002,0.226027397260274,0.015463917525773195,0.3264781491002571,0.33333333333333337,1
3,2,1,0.08247422680412371,0.07397959183673469,14,0.8166666666666667,0.0684931506849315,0.005154639175257732,0.08483290488431876,0.07482993197278912,1
1,2,1,0.4329896907216495,0.35459183673469385,16,0.18166666666666675,0.4383561643835617,0.06701030927835051,0.3161953727506427,0.30612244897959184,0
0,2,2,0.3505154639175258,0.1913265306122449,14,0.1266666666666667,0.339041095890411,0.3556701030927835,0.2982005141388175,0.20408163265306123,0
3,2,2,0.12371134020618556,0.06122448979591836,8,0.5416666666666667,0.1095890410958904,0.09278350515463918,0.07969151670951156,0.06802721088435375,1
0,2,2,0.5257731958762886,0.27040816326530615,18,0.6783333333333335,0.4452054794520548,0.13402061855670103,0.31876606683804626,0.5170068027210885,1
3,1,1,0.9484536082474226,0.5153061224489796,6,0.5750000000000002,0.5993150684931506,0.6701030927835051,0.622107969151671,0.6938775510204083,1
4,2,1,0.6597938144329897,0.5561224489795917,6,0.9783333333333335,0.1267123287671233,0.18041237113402062,0.5012853470437019,0.3197278911564626,1
5,1,2,0.9896907216494845,0.9515306122448979,18,0.03166666666666673,0.660958904109589,0.26288659793814434,0.5038560411311055,0.34693877551020413,0
1,2,2,0.17525773195876287,0.11734693877551021,20,0.5783333333333334,0.14383561643835618,0.10824742268041238,0.16709511568123395,0.11564625850340136,1
2,2,1,0.5773195876288659,0.5663265306122448,6,0.9800000000000002,0.4109589041095891,0.13402061855670103,0.4318766066838046,0.326530612244898,1
2,2,2,0.29896907216494845,0.2576530612244898,10,0.20000000000000007,0.2397260273972603,0.30412371134020616,0.2493573264781491,0.2380952380952381,0
0,1,2,0.6804123711340205,0.461734693877551,2,0.8183333333333334,0.1404109589041096,0.04639175257731959,0.5115681233933163,0.6734693877551021,1
5,2,2,0.4536082474226804,0.40561224489795916,12,0.9850000000000001,0.2054794520547945,0.06185567010309278,0.2699228791773779,0.25170068027210885,1
2,2,1,0.0,0.01020408163265306,16,0.5683333333333334,0.023972602739726026,0.010309278350515464,0.007712082262210798,0.006802721088435375,1
3,2,1,0.9587628865979381,0.5739795918367346,6,0.03166666666666673,0.010273972602739725,0.9690721649484536,0.8688946015424165,0.6394557823129252,0
5,2,1,0.6185567010309277,0.5586734693877551,20,0.865,0.4657534246575343,0.3402061855670103,0.5501285347043703,0.5918367346938775,1
4,2,1,0.979381443298969,0.8163265306122448,18,0.14500000000000002,0.4006849315068493,0.7371134020618556,0.506426735218509,0.3673469387755102,0
5,1,1,0.4123711340206186,0.30612244897959184,2,0.6433333333333333,0.363013698630137,0.010309278350515464,0.39331619537275064,0.28571428571428575,1
1,1,1,0.5670103092783505,0.29846938775510207,4,0.19166666666666676,0.541095890410959,0.04639175257731959,0.4370179948586118,0.5034013605442177,0
2,1,1,0.0,0.005102040816326529,6,0.9750000000000001,0.0,0.0,0.0,0.01360544217687075,0
4,1,2,0.8041237113402061,0.6428571428571428,4,0.7033333333333334,0.5924657534246576,0.7164948453608248,0.6658097686375322,0.33333333333333337,1
4,1,2,0.5154639175257731,0.5127551020408163,20,0.7683333333333333,0.1643835616438356,0.08247422680412371,0.35989717223650386,0.4217687074829932,1
1,1,1,0.7113402061855669,0.38010204081632654,8,0.14833333333333343,0.2054794520547945,0.04639175257731959,0.6169665809768639,0.40136054421768713,0
1,1,1,0.9381443298969071,0.7040816326530611,12,0.5,0.07534246575342465,0.21649484536082475,0.737789203084833,0.44897959183673475,1
5,1,2,0.18556701030927833,0.14795918367346936,2,0.17833333333333334,0.0684931506849315,0.0979381443298969,0.11053984575835475,0.1360544217687075,1
3,1,1,0.3814432989690722,0.3494897959183674,18,0.8816666666666668,0.1815068493150685,0.20618556701030927,0.29048843187660667,0.1836734693877551,1
2,2,2,0.26804123711340205,0.14285714285714285,6,0.9916666666666667,0.03767123287671233,0.20103092783505155,0.27249357326478146,0.10204081632653061,1
5,1,1,0.288659793814433,0.2755102040816327,12,0.2350000000000001,0.2945205479452055,0.12886597938144329,0.17994858611825196,0.1360544217687075,0
4,2,2,0.44329896907216493,0.2423469387755102,16,0.9916666666666667,0.339041095890411,0.422680412371134,0.3496143958868895,0.3741496598639456,1
4,1,2,0.17525773195876287,0.10204081632653061,4,0.8766666666666667,0.08561643835616438,0.0,0.17223650385604114,0.06122448979591837,1
1,1,2,0.21649484536082472,0.17602040816326528,8,0.255,0.10616438356164383,0.10824742268041238,0.20051413881748073,0.23129251700680273,0
0,1,2,0.4639175257731959,0.4387755102040816,2,0.6683333333333334,0.18835616438356162,0.11855670103092783,0.2930591259640103,0.4761904761904762,1
2,2,1,0.1134020618556701,0.06122448979591836,8,0.5450000000000002,0.00684931506849315,0.015463917525773195,0.059125964010282785,0.08843537414965986,1
3,1,2,0.29896907216494845,0.2729591836734694,2,0.405,0.2054794520547945,0.1134020618556701,0.22365038560411313,0.163265306122449,1
0,1,2,0.845360824742268,0.4387755102040816,18,0.18500000000000005,0.4554794520547945,0.27319587628865977,0.7969151670951158,0.7074829931972789,0
5,1,1,0.15463917525773194,0.14030612244897958,4,0.4716666666666667,0.07191780821917808,0.09278350515463918,0.14652956298200515,0.1564625850340136,1
2,2,2,0.17525773195876287,0.18367346938775508,2,0.9816666666666667,0.023972602739726026,0.05670103092783505,0.17480719794344474,0.17687074829931973,1
3,2,2,0.22680412371134018,0.211734693877551,8,0.6400000000000001,0.11986301369863013,0.12371134020618556,0.15167095115681237,0.108843537414966,1
5,1,2,0.6804123711340205,0.5153061224489796,10,0.4633333333333334,0.02054794520547945,0.6082474226804123,0.6915167095115682,0.23129251700680273,1
1,1,2,0.27835051546391754,0.27040816326530615,20,0.2416666666666667,0.22945205479452052,0.14432989690721648,0.23136246786632392,0.17687074829931973,0
4,1,1,0.8969072164948453,0.6632653061224489,10,0.11499999999999999,0.821917808219178,0.36082474226804123,0.6966580976863754,0.8231292517006803,0
1,2,2,0.8865979381443299,0.5586734693877551,18,0.8233333333333335,0.2910958904109589,0.61340206185567,0.532133676092545,0.7142857142857143,1
0,1,1,0.8247422680412371,0.48214285714285715,16,0.32000000000000006,0.5684931506849316,0.4742268041237113,0.506426735218509,0.489795918367347,0
3,2,1,0.3505154639175258,0.32908163265306123,16,0.42833333333333334,0.339041095890411,0.20618556701030927,0.24678663239074553,0.14285714285714288,1
4,1,1,0.9587628865979381,0.8035714285714285,6,0.3650000000000001,0.2054794520547945,0.06701030927835051,0.7223650385604113,0.8299319727891157,0
0,2,1,0.17525773195876287,0.1377551020408163,18,0.665,0.1917808219178082,0.010309278350515464,0.15938303341902316,0.1360544217687075,1
3,2,1,0.9175257731958762,0.6198979591836734,2,0.7350000000000001,0.2773972602739726,0.20618556701030927,0.9048843187660669,0.9251700680272109,1
5,1,2,0.09278350515463918,0.08928571428571429,18,0.3466666666666667,0.010273972602739725,0.09278350515463918,0.05141388174807198,0.06122448979591837,0
5,2,1,0.09278350515463918,0.06377551020408163,10,0.5783333333333334,0.0958904109589041,0.10309278350515463,0.10282776349614396,0.09523809523809525,1
1,1,2,0.9381443298969071,0.721938775510204,14,0.5933333333333335,0.5958904109589042,0.4690721649484536,0.6966580976863754,0.8503401360544218,1
4,1,1,0.3814432989690722,0.2627551020408163,2,0.2316666666666667,0.0136986301369863,0.3917525773195876,0.37275064267352187,0.17006802721088438,0
5,2,1,0.13402061855670103,0.09438775510204081,12,0.08333333333333337,0.10273972602739725,0.0979381443298969,0.10539845758354756,0.0816326530612245,0
5,1,2,0.061855670103092786,0.04846938775510204,6,0.32166666666666677,0.03424657534246575,0.02577319587628866,0.06426735218508997,0.06802721088435375,0
4,1,2,0.04123711340206185,0.038265306122448974,6,0.9183333333333334,0.00684931506849315,0.05670103092783505,0.04627249357326478,0.054421768707483,1
2,1,2,0.4329896907216495,0.3112244897959184,18,0.32000000000000006,0.273972602739726,0.06185567010309278,0.2519280205655527,0.1836734693877551,0
4,1,1,0.2577319587628866,0.1301020408163265,6,0.935,0.2191780821917808,0.12371134020618556,0.16452442159383035,0.1836734693877551,1
3,2,1,0.6185567010309277,0.3647959183673469,2,0.6066666666666667,0.6301369863013698,0.4329896907216495,0.4241645244215938,0.44897959183673475,1
5,1,1,0.05154639175257732,0.025510204081632647,16,0.10333333333333339,0.07534246575342465,0.06701030927835051,0.043701799485861184,0.06802721088435375,0
0,1,2,0.32989690721649484,0.23214285714285712,6,0.6716666666666666,0.023972602739726026,0.30927835051546393,0.21336760925449874,0.17687074829931973,1
1,2,1,0.4845360824742268,0.42091836734693877,12,0.7633333333333334,0.06164383561643835,0.13917525773195877,0.27763496143958866,0.40136054421768713,1
3,2,1,0.4123711340206186,0.23979591836734693,2,0.16000000000000003,0.0273972602739726,0.422680412371134,0.21336760925449874,0.29251700680272114,0
0,1,1,0.5257731958762886,0.2627551020408163,2,0.8800000000000001,0.2808219178082192,0.34536082474226804,0.43958868894601544,0.39455782312925175,1
5,1,1,0.36082474226804123,0.24744897959183673,20,0.6816666666666666,0.2773972602739726,0.041237113402061855,0.30077120822622105,0.14965986394557823,1
4,2,1,0.556701030927835,0.4387755102040816,10,0.38,0.4897260273972603,0.11855670103092783,0.3033419023136247,0.489795918367347,0
2,1,1,0.422680412371134,0.4005102040816326,14,0.5383333333333333,0.339041095890411,0.34536082474226804,0.42930591259640105,0.30612244897959184,1
4,2,1,0.7113402061855669,0.6173469387755102,14,0.4983333333333334,0.3150684931506849,0.36082474226804123,0.5167095115681235,0.46258503401360546,1
4,1,1,0.5360824742268041,0.3163265306122449,4,0.5366666666666666,0.3801369863013699,0.17010309278350516,0.38046272493573263,0.44217687074829937,1
0,2,2,0.5979381443298969,0.32653061224489793,6,0.14166666666666672,0.571917808219178,0.3917525773195876,0.557840616966581,0.5034013605442177,0
4,1,1,0.4020618556701031,0.3112244897959184,2,0.4650000000000001,0.3767123287671233,0.3711340206185567,0.30591259640102825,0.1360544217687075,1
4,2,2,0.8350515463917525,0.4489795918367347,20,0.9100000000000001,0.4383561643835617,0.06701030927835051,0.6812339331619538,0.8299319727891157,1
3,1,2,0.8144329896907216,0.6020408163265305,10,0.2483333333333334,0.2465753424657534,0.31443298969072164,0.7197943444730078,0.6054421768707483,0
1,2,2,0.7216494845360825,0.6275510204081632,14,0.6100000000000001,0.1267123287671233,0.5979381443298969,0.4190231362467866,0.39455782312925175,1
5,1,2,0.7216494845360825,0.4387755102040816,4,0.13333333333333341,0.0821917808219178,0.020618556701030927,0.442159383033419,0.4217687074829932,0
2,1,1,0.3402061855670103,0.19897959183673466,4,0.4816666666666667,0.13356164383561642,0.34536082474226804,0.31362467866323906,0.1836734693877551,1
1,1,2,0.6185567010309277,0.4897959183673469,12,0.9083333333333334,0.3150684931506849,0.14948453608247422,0.3856041131105398,0.272108843537415,1
3,2,2,0.5154639175257731,0.4336734693877551,10,0.16833333333333333,0.09246575342465753,0.07216494845360824,0.31876606683804626,0.435374149659864,0
0,2,2,0.44329896907216493,0.3622448979591837,2,0.7766666666666668,0.2123287671232877,0.4329896907216495,0.43444730077120824,0.44897959183673475,1
5,2,2,0.5360824742268041,0.37755102040816324,12,0.3700000000000001,0.1815068493150685,0.2422680412371134,0.3496143958868895,0.38775510204081637,0
3,2,1,0.18556701030927833,0.1683673469387755,6,0.8900000000000001,0.07876712328767123,0.14432989690721648,0.15681233933161956,0.20408163265306123,1
3,1,2,0.8969072164948453,0.6403061224489796,8,0.4800000000000001,0.6678082191780822,0.6237113402061856,0.4755784061696658,0.30612244897959184,1
2,1,2,0.49484536082474223,0.2627551020408163,4,0.45000000000000007,0.4109589041095891,0.04639175257731959,0.37275064267352187,0.4829931972789116,1
2,1,2,0.4845360824742268,0.4413265306122449,6,0.9333333333333333,0.4691780821917808,0.3865979381443299,0.31876606683804626,0.380952380952381,1
4,1,1,0.5257731958762886,0.48214285714285715,4,0.5916666666666668,0.4897260273972603,0.3556701030927835,0.4498714652956298,0.2653061224489796,1
3,2,1,0.8556701030927835,0.6989795918367346,4,0.2616666666666667,0.1267123287671233,0.020618556701030927,0.4781491002570694,0.35374149659863946,1
5,1,1,0.05154639175257732,0.04591836734693877,14,0.9383333333333335,0.00684931506849315,0.06185567010309278,0.06169665809768638,0.04081632653061225,1
3,2,1,0.5876288659793814,0.4744897959183673,4,0.7366666666666668,0.3732876712328767,0.23195876288659792,0.5886889460154242,0.54421768707483,1
3,1,2,0.3402061855670103,0.33163265306122447,4,0.8300000000000001,0.2568493150684932,0.27319587628865977,0.3033419023136247,0.2448979591836735,1
5,2,1,0.7731958762886597,0.4744897959183673,16,0.42000000000000004,0.5376712328767124,0.31443298969072164,0.6066838046272495,0.44897959183673475,1
2,2,1,0.44329896907216493,0.3112244897959184,12,0.19666666666666666,0.017123287671232876,0.22164948453608246,0.3110539845758355,0.29251700680272114,0
0,1,2,0.9175257731958762,0.5586734693877551,6,0.19833333333333336,0.2568493150684932,0.03092783505154639,0.4601542416452442,0.6666666666666667,0
1,2,1,0.9072164948453607,0.7551020408163265,2,0.6133333333333335,0.7602739726027398,0.3711340206185567,0.6195372750642674,0.3197278911564626,1
2,2,2,0.8969072164948453,0.7372448979591836,8,0.5133333333333334,0.3732876712328767,0.26804123711340205,0.853470437017995,0.7959183673469389,1
5,2,2,0.6494845360824741,0.34438775510204084,10,0.07000000000000006,0.5273972602739726,0.11855670103092783,0.36246786632390743,0.49659863945578236,0
4,2,1,0.8144329896907216,0.45153061224489793,8,0.8616666666666668,0.05136986301369863,0.4020618556701031,0.4267352185089974,0.7346938775510204,1
1,2,2,0.845360824742268,0.7551020408163265,16,0.29333333333333333,0.5547945205479452,0.12371134020618556,0.8329048843187662,0.5102040816326531,0
0,2,2,0.5257731958762886,0.5025510204081632,6,0.9683333333333335,0.547945205479452,0.19072164948453607,0.49357326478149105,0.272108843537415,1
2,1,2,0.4020618556701031,0.3903061224489796,12,0.8966666666666667,0.1917808219178082,0.24742268041237112,0.38046272493573263,0.1836734693877551,1
3,2,2,0.6907216494845361,0.6913265306122448,4,0.17666666666666675,0.3527397260273973,0.33505154639175255,0.6066838046272495,0.36054421768707484,1
1,1,1,0.5154639175257731,0.4897959183673469,12,0.7966666666666669,0.1815068493150685,0.22164948453608246,0.5038560411311055,0.39455782312925175,1
5,2,1,0.18556701030927833,0.18112244897959182,14,0.8316666666666668,0.1267123287671233,0.19072164948453607,0.10282776349614396,0.07482993197278912,1
3,1,2,0.4536082474226804,0.4464285714285714,20,0.6933333333333334,0.4349315068493151,0.13402061855670103,0.2699228791773779,0.30612244897959184,1
0,1,1,0.7113402061855669,0.5051020408163265,16,0.76,0.2773972602739726,0.25773195876288657,0.44473007712082263,0.3673469387755102,1
0,2,2,0.9381443298969071,0.5051020408163265,10,0.7383333333333335,0.1678082191780822,0.09278350515463918,0.5552699228791774,0.9251700680272109,1
3,2,2,0.5360824742268041,0.4872448979591837,20,0.7183333333333335,0.476027397260274,0.16494845360824742,0.506426735218509,0.29251700680272114,1
3,2,2,0.4020618556701031,0.20918367346938774,2,0.8883333333333334,0.4143835616438356,0.0,0.4087403598971722,0.23129251700680273,1
4,2,2,0.4845360824742268,0.28316326530612246,8,0.28333333333333344,0.4143835616438356,0.3865979381443299,0.37017994858611825,0.326530612244898,0
5,1,1,0.5360824742268041,0.5331632653061223,20,0.7233333333333334,0.2534246575342466,0.09278350515463918,0.2879177377892031,0.5102040816326531,1
0,1,2,0.288659793814433,0.23724489795918366,12,0.5333333333333334,0.273972602739726,0.0,0.21336760925449874,0.2448979591836735,1
0,2,1,0.6804123711340205,0.3596938775510204,8,0.8533333333333335,0.523972602739726,0.23195876288659792,0.5347043701799487,0.435374149659864,1
4,1,1,0.5051546391752577,0.3494897959183674,12,0.265,0.339041095890411,0.0,0.2596401028277635,0.46258503401360546,0
0,1,1,0.9896907216494845,0.8239795918367346,10,0.6733333333333333,0.24315068493150682,0.6237113402061856,0.763496143958869,0.33333333333333337,1
1,1,1,0.14432989690721648,0.09693877551020408,6,0.15166666666666673,0.1506849315068493,0.07216494845360824,0.13881748071979436,0.04761904761904762,0
4,1,2,0.8041237113402061,0.7346938775510203,4,0.20166666666666666,0.1095890410958904,0.6185567010309279,0.686375321336761,0.5986394557823129,1
5,1,2,0.27835051546391754,0.16326530612244897,14,0.8266666666666667,0.13356164383561642,0.19072164948453607,0.24164524421593833,0.28571428571428575,1
4,1,2,0.9278350515463917,0.7653061224489796,10,0.5116666666666667,0.8253424657534246,0.8556701030927835,0.7532133676092546,0.6054421768707483,1
3,2,2,0.9587628865979381,0.5127551020408163,14,0.1266666666666667,0.0821917808219178,0.3402061855670103,0.6580976863753214,0.5714285714285715,0
0,1,1,0.36082474226804123,0.20918367346938774,8,0.20666666666666667,0.0684931506849315,0.28865979381443296,0.37275064267352187,0.27891156462585037,0
5,1,1,0.7113402061855669,0.5229591836734693,6,0.2366666666666667,0.10273972602739725,0.36597938144329895,0.7172236503856042,0.4829931972789116,0
